hostname,n_planets,avg_pl_rade,first_disc_year,last_disc_year
NGC 2682 YBP 401,1,14.3,2016,2016
NGTS-1,1,14.908,2017,2017
NGTS-10,1,13.507,2020,2020
NGTS-11,1,9.158,2020,2020
NGTS-12,1,11.747,2020,2020
NGTS-13,1,12.801,2021,2021
NGTS-14 A,1,4.977,2021,2021
NGTS-15,1,12.33,2021,2021
NGTS-16,1,14.572,2021,2021
NGTS-17,1,13.899,2021,2021
NGTS-18,1,13.563,2021,2021
NGTS-2,1,17.878,2018,2018
NGTS-20,1,11.994,2022,2022
NGTS-21,1,14.908,2022,2022
NGTS-23,1,14.202,2022,2022
NGTS-24,1,13.608,2022,2022
NGTS-25,1,11.467,2022,2022
NGTS-26,1,14.886,2024,2024
NGTS-27,1,15.648,2024,2024
NGTS-3 A,1,16.589,2018,2018
NGTS-30,1,10.402,2024,2024
NGTS-31,1,18.046,2025,2025
NGTS-32,1,15.917,2025,2025
NGTS-33,1,18.383,2024,2024
NGTS-34,1,3.65,2025,2025
NGTS-35,1,10.9,2025,2025
NGTS-4,1,3.18,2019,2019
NGTS-5,1,12.733,2019,2019
NGTS-6,1,14.863,2019,2019
NGTS-8,1,12.218,2019,2019
NGTS-9,1,11.994,2019,2019
NSVS 14256825,1,12.3,2019,2019
OGLE-2003-BLG-235L,1,13.2,2004,2004
OGLE-2005-BLG-071L,1,13.0,2005,2005
OGLE-2005-BLG-169L,1,3.84,2006,2006
OGLE-2005-BLG-390L,1,2.21,2005,2005
OGLE-2006-BLG-284L A,1,14.3,2020,2020
OGLE-2007-BLG-349L A,1,10.7,2016,2016
OGLE-2007-BLG-368L,1,4.72,2009,2009
OGLE-2008-BLG-092L,1,8.74,2014,2014
OGLE-2008-BLG-355L,1,12.9,2014,2014
OGLE-2011-BLG-0173L,1,9.01,2018,2018
OGLE-2011-BLG-0251L,1,14.2,2012,2012
OGLE-2011-BLG-0265L,1,13.9,2015,2015
OGLE-2012-BLG-0358L,1,13.4,2013,2013
OGLE-2012-BLG-0406L,1,13.2,2013,2013
OGLE-2012-BLG-0563L,1,13.6,2015,2015
OGLE-2012-BLG-0724L,1,14.3,2016,2016
OGLE-2012-BLG-0838L,1,8.39,2020,2020
OGLE-2012-BLG-0950L,1,6.56,2016,2016
OGLE-2013-BLG-0102L,1,12.3,2014,2014
OGLE-2013-BLG-0132L,1,11.6,2017,2017
OGLE-2013-BLG-0341L B,1,1.16,2014,2014
OGLE-2013-BLG-0911L,1,12.5,2019,2019
OGLE-2013-BLG-1721L,1,14.1,2017,2017
OGLE-2013-BLG-1761L,1,13.2,2018,2018
OGLE-2014-BLG-0124L,1,14.1,2015,2015
OGLE-2014-BLG-0221L,1,12.9,2024,2024
OGLE-2014-BLG-0319L,1,14.1,2022,2022
OGLE-2014-BLG-0676L,1,13.0,2016,2016
OGLE-2014-BLG-1760L,1,14.2,2016,2016
OGLE-2015-BLG-0051L,1,14.0,2016,2016
OGLE-2015-BLG-0954L,1,13.1,2016,2016
OGLE-2015-BLG-0966L,1,4.86,2016,2016
OGLE-2015-BLG-1609L,1,10.4,2025,2025
OGLE-2015-BLG-1649L,1,13.2,2019,2019
OGLE-2015-BLG-1670L,1,4.42,2019,2019
OGLE-2015-BLG-1771L,1,14.3,2020,2020
OGLE-2016-BLG-0007L,1,1.09,2025,2025
OGLE-2016-BLG-0263L,1,13.0,2017,2017
OGLE-2016-BLG-0613L AB,1,13.0,2017,2017
OGLE-2016-BLG-1067L,1,14.3,2019,2019
OGLE-2016-BLG-1093L,1,14.0,2022,2022
OGLE-2016-BLG-1190L,1,12.3,2017,2017
OGLE-2016-BLG-1195L,1,1.11,2017,2017
OGLE-2016-BLG-1227L,1,13.9,2020,2020
OGLE-2016-BLG-1266L,1,12.4,2018,2018
OGLE-2016-BLG-1598L,1,13.6,2024,2024
OGLE-2016-BLG-1800L,1,13.2,2024,2024
OGLE-2017-BLG-0173L,1,1.62,2018,2018
OGLE-2017-BLG-0364L,1,10.3,2024,2024
OGLE-2017-BLG-0373L,1,14.0,2018,2018
OGLE-2017-BLG-0406L,1,14.2,2020,2020
OGLE-2017-BLG-0448L,1,4.08,2024,2024
OGLE-2017-BLG-0482L,1,2.95,2018,2018
OGLE-2017-BLG-0604L,1,14.2,2020,2020
OGLE-2017-BLG-0640L,1,13.5,2024,2024
OGLE-2017-BLG-1049L,1,12.8,2020,2020
OGLE-2017-BLG-1099L,1,13.1,2021,2021
OGLE-2017-BLG-1140L,1,13.5,2018,2018
OGLE-2017-BLG-1237L,1,13.0,2024,2024
OGLE-2017-BLG-1275L,1,12.8,2024,2024
OGLE-2017-BLG-1375L,1,12.4,2020,2020
OGLE-2017-BLG-1434L,1,1.94,2018,2018
OGLE-2017-BLG-1522L,1,14.0,2018,2018
OGLE-2017-BLG-1691L,1,3.92,2022,2022
OGLE-2017-BLG-1806L,1,2.15,2023,2023
OGLE-2018-BLG-0298L,1,7.56,2022,2022
OGLE-2018-BLG-0383L,1,2.41,2022,2022
OGLE-2018-BLG-0506L,1,4.18,2022,2022
OGLE-2018-BLG-0516L,1,4.73,2022,2022
OGLE-2018-BLG-0532L,1,2.37,2020,2020
OGLE-2018-BLG-0567L,1,12.3,2021,2021
OGLE-2018-BLG-0596L,1,3.81,2019,2019
OGLE-2018-BLG-0677L,1,1.82,2020,2020
OGLE-2018-BLG-0740L,1,12.9,2019,2019
OGLE-2018-BLG-0799L,1,10.9,2022,2022
OGLE-2018-BLG-0932L,1,13.9,2022,2022
OGLE-2018-BLG-0962L,1,13.6,2021,2021
OGLE-2018-BLG-0977L,1,2.41,2022,2022
OGLE-2018-BLG-1119L,1,13.9,2022,2022
OGLE-2018-BLG-1126L,1,4.41,2022,2022
OGLE-2018-BLG-1185L,1,2.83,2021,2021
OGLE-2018-BLG-1212L,1,9.32,2022,2022
OGLE-2018-BLG-1269L,1,14.1,2020,2020
OGLE-2018-BLG-1367L,1,13.8,2022,2022
OGLE-2018-BLG-1428L,1,14.0,2021,2021
OGLE-2018-BLG-1647L,1,13.8,2022,2022
OGLE-2018-BLG-1700L,1,12.9,2020,2020
OGLE-2019-BLG-0249L,1,12.7,2023,2023
OGLE-2019-BLG-0299L,1,12.7,2021,2021
OGLE-2019-BLG-0304L,1,14.2,2021,2021
OGLE-2019-BLG-0362L,1,13.1,2022,2022
OGLE-2019-BLG-0679L,1,13.1,2023,2023
OGLE-2019-BLG-0954L,1,12.3,2021,2021
OGLE-2019-BLG-0960L,1,1.39,2021,2021
OGLE-2019-BLG-1053L,1,1.38,2021,2021
OGLE-2019-BLG-1180L,1,13.5,2023,2023
OGLE-2019-BLG-1470L A,1,13.3,2022,2022
OGLE-2019-BLG-1492L,1,6.79,2022,2022
OGLE-2023-BLG-0836L,1,12.9,2024,2024
OGLE-TR-10,1,14.011,2004,2004
OGLE-TR-111,1,11.422,2004,2004
OGLE-TR-113,1,12.251,2004,2004
OGLE-TR-132,1,13.45,2004,2004
OGLE-TR-182,1,12.666,2007,2007
OGLE-TR-211,1,15.244,2007,2007
OGLE-TR-56,1,15.278,2002,2002
OGLE2-TR-L9,1,18.046,2008,2008
Oph 11,1,12.3,2006,2006
PDS 70,1,22.866,2019,2019
PH1,1,6.18,2012,2012
PH2,1,9.337,2013,2013
POTS-1,1,10.548,2013,2013
PSR B0329+54,1,1.22,2017,2017
PSR B1620-26,1,13.3,2003,2003
PSR J1719-1438,1,,2011,2011
PSR J2322-2650,1,13.9,2017,2017
PZ Tel,1,11.9,2023,2023
Pr0201,1,14.2,2012,2012
Qatar-1,1,12.812,2010,2010
Qatar-10,1,17.295,2019,2019
Qatar-2,1,14.056,2011,2011
Qatar-3,1,12.285,2017,2017
Qatar-4,1,12.722,2017,2017
Qatar-5,1,12.408,2017,2017
Qatar-6,1,11.904,2017,2017
Qatar-7,1,19.055,2019,2019
Qatar-8,1,14.404,2019,2019
Qatar-9,1,11.31,2019,2019
ROXs 12,1,12.2,2013,2013
ROXs 42 B,1,12.5,2013,2013
RR Cae,1,13.0,2012,2012
Ross 128,1,1.11,2017,2017
Ross 176,1,1.84,2025,2025
Ross 458,1,14.011,2010,2010
Ross 508,1,1.83,2022,2022
SPECULOOS-3,1,0.977,2024,2024
SR 12 AB,1,12.3,2010,2010
SWEEPS-11,1,12.666,2006,2006
SWEEPS-4,1,9.079,2006,2006
TAP 26,1,13.5,2017,2017
TCP J05074264+2447555,1,4.72,2018,2018
TIC 172900988 Aa,1,11.25,2021,2021
TIC 237913194,1,12.52,2020,2020
TIC 241249530,1,13.294,2024,2024
TIC 257060897,1,17.262,2021,2021
TIC 365102760,1,6.21,2024,2024
TIC 393818343,1,12.184,2024,2024
TIC 46432937,1,13.316,2024,2024
TIC 4672985,1,11.5,2024,2024
TIC 88785435,1,5.03,2025,2025
TOI-1011,1,1.45,2025,2025
TOI-1075,1,1.791,2022,2022
TOI-1107,1,14.572,2022,2022
TOI-1135,1,9.341,2024,2024
TOI-1173,1,9.19,2024,2024
TOI-1174,1,2.562,2024,2024
TOI-1180,1,3.072,2024,2024
TOI-1181,1,17.026,2022,2022
TOI-1184,1,2.39,2024,2024
TOI-1194,1,8.717,2023,2023
TOI-1199,1,10.514,2024,2024
TOI-1201,1,2.415,2021,2021
TOI-122,1,2.72,2020,2020
TOI-1221,1,2.91,2023,2023
TOI-1227,1,9.572,2022,2022
TOI-1231,1,3.65,2021,2021
TOI-1235,1,1.69,2020,2020
TOI-1244,1,2.467,2024,2024
TOI-1248,1,6.808,2024,2024
TOI-1249,1,3.271,2024,2024
TOI-1259 A,1,11.456,2021,2021
TOI-1268,1,9.1,2022,2022
TOI-1269,1,2.401,2024,2024
TOI-1273,1,11.097,2024,2024
TOI-1278,1,12.218,2021,2021
TOI-1279,1,2.661,2024,2024
TOI-128,1,2.219,2024,2024
TOI-1295,1,15.693,2024,2024
TOI-1296,1,14.116,2021,2021
TOI-1298,1,9.658,2021,2021
TOI-1301,1,2.477,2024,2024
TOI-132,1,3.42,2020,2020
TOI-1333,1,15.648,2021,2021
TOI-139,1,2.457,2023,2023
TOI-1411,1,1.199,2022,2022
TOI-1416,1,1.62,2023,2023
TOI-1420,1,11.89,2023,2023
TOI-1431,1,16.701,2021,2021
TOI-1437,1,2.24,2024,2024
TOI-1439,1,4.243,2024,2024
TOI-1442,1,1.17,2022,2022
TOI-1443,1,2.304,2024,2024
TOI-1444,1,1.418,2021,2021
TOI-1448,1,2.749,2024,2024
TOI-1451,1,2.611,2024,2024
TOI-1452,1,1.672,2022,2022
TOI-1467,1,1.92,2024,2024
TOI-1478,1,11.994,2021,2021
TOI-150,1,14.067,2019,2019
TOI-1516,1,15.244,2022,2022
TOI-1518,1,21.017,2021,2021
TOI-157,1,14.415,2020,2020
TOI-1601,1,14.199,2021,2021
TOI-163,1,16.69,2019,2019
TOI-1630,1,2.417,2024,2024
TOI-1648,1,2.54,2025,2025
TOI-1659,1,2.255,2024,2024
TOI-1680,1,1.466,2023,2023
TOI-1683,1,2.638,2024,2024
TOI-1685,1,1.421,2021,2021
TOI-169,1,12.173,2020,2020
TOI-1691,1,3.66,2024,2024
TOI-1693,1,1.41,2022,2022
TOI-1695,1,1.9,2022,2022
TOI-1696,1,3.09,2022,2022
TOI-1710,1,5.203,2022,2022
TOI-1716,1,3.143,2024,2024
TOI-172,1,10.817,2019,2019
TOI-1723,1,3.435,2024,2024
TOI-1728,1,5.05,2020,2020
TOI-1739,1,1.946,2024,2024
TOI-1742,1,2.365,2024,2024
TOI-1743,1,1.83,2025,2025
TOI-1744,1,2.68,2024,2024
TOI-1751,1,2.951,2024,2024
TOI-1753,1,2.479,2024,2024
TOI-1758,1,3.62,2024,2024
TOI-1759,1,3.14,2022,2022
TOI-1768,1,3.453,2024,2024
TOI-1772,1,2.905,2024,2024
TOI-1775,1,8.047,2024,2024
TOI-1776,1,1.216,2024,2024
TOI-1777,1,2.246,2024,2024
TOI-1789,1,16.141,2021,2021
TOI-1794,1,3.297,2024,2024
TOI-1799,1,1.642,2024,2024
TOI-1801,1,2.079,2023,2023
TOI-1806,1,3.41,2024,2024
TOI-1807,1,1.497,2021,2021
TOI-181,1,6.956,2023,2023
TOI-1811,1,11.142,2023,2023
TOI-1820,1,12.778,2022,2022
TOI-1823,1,7.541,2024,2024
TOI-1824,1,2.744,2024,2024
TOI-1842,1,12.349,2021,2021
TOI-1846,1,1.792,2025,2025
TOI-1853,1,3.46,2023,2023
TOI-1855,1,18.495,2024,2024
TOI-1859,1,9.752,2023,2023
TOI-1860,1,1.31,2022,2022
TOI-1883,1,5.65,2024,2024
TOI-1898,1,9.396,2024,2024
TOI-1899,1,11.097,2020,2020
TOI-1937 A,1,13.978,2023,2023
TOI-198,1,1.44,2023,2023
TOI-1994,1,13.675,2024,2024
TOI-2005,1,11.994,2025,2025
TOI-2010,1,11.814,2023,2023
TOI-2018,1,2.268,2023,2023
TOI-2019,1,5.333,2024,2024
TOI-2025,1,11.893,2022,2022
TOI-2031 A,1,14.202,2025,2025
TOI-2046,1,16.141,2022,2022
TOI-2048,1,2.61,2022,2022
TOI-206,1,1.3,2022,2022
TOI-2068,1,1.821,2024,2024
TOI-2081,1,2.04,2022,2022
TOI-2084,1,2.47,2023,2023
TOI-2088,1,3.683,2024,2024
TOI-2107,1,13.574,2024,2024
TOI-2109,1,15.098,2021,2021
TOI-2120,1,2.122,2024,2024
TOI-2128,1,2.089,2024,2024
TOI-2136,1,2.19,2022,2022
TOI-2145,1,12.419,2023,2023
TOI-2152,1,14.359,2023,2023
TOI-2154,1,16.287,2023,2023
TOI-2158,1,10.761,2022,2022
TOI-2169 A,1,12.509,2025,2025
TOI-2180,1,11.321,2022,2022
TOI-2184,1,11.4,2022,2022
TOI-2193 A,1,19.84,2022,2022
TOI-2194,1,1.989,2023,2023
TOI-2196,1,3.51,2022,2022
TOI-220,1,3.03,2021,2021
TOI-2207,1,11.153,2022,2022
TOI-2211,1,1.561,2024,2024
TOI-2236,1,14.37,2022,2022
TOI-2257,1,2.194,2021,2021
TOI-2260,1,1.62,2022,2022
TOI-2266,1,1.54,2024,2024
TOI-2274,1,2.45,2024,2024
TOI-2285,1,1.77,2021,2021
TOI-2328,1,9.976,2025,2025
TOI-2337,1,10.088,2022,2022
TOI-2338,1,11.209,2023,2023
TOI-2346,1,16.119,2025,2025
TOI-2364,1,8.608,2023,2023
TOI-2368,1,10.839,2024,2024
TOI-237,1,1.44,2020,2020
TOI-2373,1,10.424,2023,2023
TOI-2374,1,6.81,2024,2024
TOI-2379,1,11.725,2024,2024
TOI-2382,1,12.251,2025,2025
TOI-2384,1,11.489,2024,2024
TOI-2406,1,2.86,2021,2021
TOI-2407,1,4.26,2025,2025
TOI-2411,1,1.68,2022,2022
TOI-2416,1,9.864,2023,2023
TOI-2420,1,15.02,2024,2024
TOI-2421,1,10.368,2022,2022
TOI-2427,1,1.8,2022,2022
TOI-244,1,1.52,2023,2023
TOI-2443,1,2.363,2023,2023
TOI-2445,1,1.25,2022,2022
TOI-2447,1,9.606,2024,2024
TOI-2449,1,11.24,2025,2025
TOI-2459,1,2.953,2023,2023
TOI-2485,1,12.139,2024,2024
TOI-2497,1,11.142,2023,2023
TOI-2498,1,6.06,2023,2023
TOI-251,1,2.74,2021,2021
TOI-2524,1,11.209,2023,2023
TOI-2529,1,11.545,2024,2024
TOI-2545,1,2.75,2022,2022
TOI-2567,1,10.929,2022,2022
TOI-257,1,7.163,2021,2021
TOI-2570,1,13.641,2022,2022
TOI-2580,1,17.374,2024,2024
TOI-2583 A,1,14.46,2023,2023
TOI-2587 A,1,12.072,2023,2023
TOI-2589,1,12.106,2023,2023
TOI-260,1,1.71,2024,2024
TOI-261,1,3.045,2024,2024
TOI-262,1,2.07,2023,2023
TOI-2641,1,18.103,2023,2023
TOI-2669,1,19.728,2022,2022
TOI-269,1,2.77,2021,2021
TOI-2714,1,13.72,2024,2024
TOI-2719,1,5.98,2025,2025
TOI-2768,1,2.63,2024,2024
TOI-277,1,2.65,2022,2022
TOI-2796,1,17.262,2023,2023
TOI-2803 A,1,18.114,2023,2023
TOI-2818,1,15.278,2023,2023
TOI-283,1,2.34,2025,2025
TOI-2842,1,12.845,2023,2023
TOI-2876,1,9.64,2025,2025
TOI-2886,1,18.641,2025,2025
TOI-2969,1,12.33,2025,2025
TOI-2977,1,13.159,2023,2023
TOI-2981,1,13.4,2024,2024
TOI-2986,1,9.292,2025,2025
TOI-2989,1,12.554,2025,2025
TOI-2992,1,13.753,2025,2025
TOI-3023,1,16.432,2023,2023
TOI-3071,1,7.16,2024,2024
TOI-3082,1,3.662,2023,2023
TOI-3135,1,13.653,2025,2025
TOI-3160 A,1,13.765,2025,2025
TOI-3235,1,11.4,2023,2023
TOI-3261,1,3.82,2024,2024
TOI-3288,1,11.209,2025,2025
TOI-329,1,4.941,2024,2024
TOI-332,1,3.2,2023,2023
TOI-3321,1,15.558,2024,2024
TOI-333,1,4.26,2025,2025
TOI-3331 A,1,12.98,2022,2022
TOI-3353,1,2.667,2024,2024
TOI-3362,1,12.801,2021,2021
TOI-3364,1,12.229,2023,2023
TOI-3464,1,13.765,2025,2025
TOI-3474,1,14.673,2025,2025
TOI-3486,1,10.57,2025,2025
TOI-3493,1,3.22,2025,2025
TOI-3523 A,1,15.973,2025,2025
TOI-3540 A,1,23.539,2022,2022
TOI-3568,1,5.3,2024,2024
TOI-3593,1,11.03,2025,2025
TOI-3629,1,8.295,2022,2022
TOI-3682,1,12.801,2025,2025
TOI-3688 A,1,13.081,2023,2023
TOI-3693,1,12.599,2022,2022
TOI-3714,1,11.321,2022,2022
TOI-3757,1,12.0,2022,2022
TOI-3785,1,5.14,2023,2023
TOI-3807,1,18.495,2023,2023
TOI-3819,1,13.137,2023,2023
TOI-3837,1,10.873,2025,2025
TOI-3856,1,13.596,2025,2025
TOI-3877,1,11.68,2025,2025
TOI-3884,1,6.43,2022,2022
TOI-3894,1,15.278,2024,2024
TOI-3912,1,14.28,2023,2023
TOI-3919,1,12.319,2024,2024
TOI-3976 A,1,12.274,2023,2023
TOI-3980,1,14.46,2025,2025
TOI-3984 A,1,7.9,2023,2023
TOI-4087,1,13.047,2023,2023
TOI-4127,1,12.285,2023,2023
TOI-4137,1,13.574,2022,2022
TOI-4145 A,1,13.305,2023,2023
TOI-4153,1,16.119,2024,2024
TOI-4155,1,3.21,2025,2025
TOI-4184,1,2.43,2023,2023
TOI-4201,1,13.675,2023,2023
TOI-4214,1,10.682,2025,2025
TOI-4308,1,2.419,2023,2023
TOI-4329,1,16.813,2022,2022
TOI-4336 A,1,2.12,2024,2024
TOI-4364,1,2.01,2025,2025
TOI-4377,1,15.11,2023,2023
TOI-4379,1,16.69,2024,2024
TOI-4406,1,11.209,2023,2023
TOI-4438,1,2.52,2024,2024
TOI-444,1,2.77,2023,2023
TOI-4443,1,1.719,2024,2024
TOI-4463 A,1,13.26,2023,2023
TOI-4465,1,14.011,2025,2025
TOI-4479,1,2.82,2022,2022
TOI-4487 A,1,14.605,2025,2025
TOI-4495,1,3.63,2024,2024
TOI-4507,1,8.2,2025,2025
TOI-4515,1,12.17,2024,2024
TOI-4527,1,0.909,2024,2024
TOI-4551,1,11.859,2023,2023
TOI-4559,1,1.415,2024,2024
TOI-4582,1,10.536,2023,2023
TOI-4602,1,2.55,2024,2024
TOI-4603,1,11.68,2023,2023
TOI-4633,1,3.2,2024,2024
TOI-4638,1,2.933,2024,2024
TOI-4641,1,8.183,2023,2023
TOI-4666,1,12.442,2025,2025
TOI-470,1,4.34,2023,2023
TOI-4734,1,10.918,2025,2025
TOI-4773,1,15.222,2025,2025
TOI-4791,1,12.442,2023,2023
TOI-4794,1,14.359,2025,2025
TOI-480,1,2.854,2024,2024
TOI-481,1,11.097,2020,2020
TOI-4860,1,8.7,2023,2023
TOI-4914,1,12.87,2024,2024
TOI-4940,1,6.61,2025,2025
TOI-4961,1,12.341,2025,2025
TOI-4994,1,8.541,2024,2024
TOI-5005,1,6.25,2024,2024
TOI-5027,1,10.761,2025,2025
TOI-5076,1,3.489,2024,2024
TOI-5082,1,2.548,2024,2024
TOI-5108,1,6.6,2025,2025
TOI-5110,1,11.982,2024,2024
TOI-512,1,1.54,2025,2025
TOI-5143,1,16.253,2025,2025
TOI-5153,1,11.882,2022,2022
TOI-5174,1,5.351,2022,2022
TOI-5181 A,1,13.35,2025,2025
TOI-519,1,11.545,2021,2021
TOI-5205,1,11.6,2023,2023
TOI-521,1,1.98,2025,2025
TOI-5210,1,10.727,2025,2025
TOI-5218,1,9.86,2024,2024
TOI-5232,1,12.778,2024,2024
TOI-5238,1,5.22,2022,2022
TOI-5261,1,11.601,2025,2025
TOI-5293 A,1,11.9,2023,2023
TOI-530,1,9.303,2021,2021
TOI-5300,1,9.864,2025,2025
TOI-5301,1,13.092,2024,2024
TOI-5319,1,2.83,2024,2024
TOI-532,1,5.82,2021,2021
TOI-5322,1,16.612,2025,2025
TOI-5340,1,15.076,2025,2025
TOI-5344,1,10.604,2023,2023
TOI-5349,1,10.2,2026,2026
TOI-5350,1,12.42,2025,2025
TOI-5386 A,1,14.706,2025,2025
TOI-5388,1,1.894,2024,2024
TOI-540,1,0.903,2020,2020
TOI-5422,1,9.102,2026,2026
TOI-5542,1,11.31,2022,2022
TOI-5573,1,9.75,2025,2025
TOI-558,1,12.173,2021,2021
TOI-559,1,12.229,2021,2021
TOI-5592,1,17.15,2025,2025
TOI-5616,1,10.78,2024,2024
TOI-5634 A,1,10.42,2024,2024
TOI-564,1,11.433,2020,2020
TOI-5678,1,4.91,2023,2023
TOI-5688 A,1,10.3,2024,2024
TOI-5704,1,3.227,2023,2023
TOI-5713,1,1.77,2024,2024
TOI-5716,1,0.96,2025,2025
TOI-5720,1,1.09,2024,2024
TOI-5726,1,2.554,2024,2024
TOI-5728,1,1.31,2025,2025
TOI-5736,1,1.56,2025,2025
TOI-5786,1,8.54,2025,2025
TOI-5795,1,5.62,2025,2025
TOI-5800,1,2.46,2025,2025
TOI-5803,1,3.273,2023,2023
TOI-5817,1,3.08,2025,2025
TOI-5882,1,11.467,2025,2025
TOI-6000,1,0.94,2025,2025
TOI-6002,1,1.65,2024,2024
TOI-6008,1,1.03,2024,2024
TOI-6016,1,13.675,2024,2024
TOI-6029,1,14.392,2024,2024
TOI-6034,1,11.92,2024,2024
TOI-6038 A,1,6.41,2025,2025
TOI-6086,1,1.18,2024,2024
TOI-6130,1,14.347,2024,2024
TOI-615,1,18.977,2023,2023
TOI-620,1,3.76,2022,2022
TOI-622,1,9.236,2023,2023
TOI-6223,1,5.07,2025,2025
TOI-6255,1,1.079,2024,2024
TOI-628,1,11.882,2021,2021
TOI-6303,1,11.59,2025,2025
TOI-6324,1,1.059,2025,2025
TOI-6330,1,10.89,2025,2025
TOI-6383 A,1,11.29,2024,2024
TOI-640,1,19.279,2021,2021
TOI-6420,1,11.938,2025,2025
TOI-6448,1,8.474,2025,2025
TOI-6478,1,4.6,2025,2025
TOI-654,1,2.378,2024,2024
TOI-6628,1,10.985,2025,2025
TOI-6651,1,5.09,2024,2024
TOI-669,1,2.586,2023,2023
TOI-672,1,5.26,2023,2023
TOI-674,1,5.25,2021,2021
TOI-677,1,13.115,2020,2020
TOI-6894,1,9.584,2025,2025
TOI-7041,1,11.433,2025,2025
TOI-7149,1,13.2,2025,2025
TOI-715,1,1.55,2023,2023
TOI-7166,1,2.01,2025,2025
TOI-733,1,1.992,2023,2023
TOI-757,1,2.5,2024,2024
TOI-762 A,1,8.339,2024,2024
TOI-778,1,15.4,2023,2023
TOI-782,1,2.734,2024,2024
TOI-813,1,6.71,2020,2020
TOI-824,1,2.926,2020,2020
TOI-833,1,1.27,2022,2022
TOI-837,1,9.169,2020,2020
TOI-849,1,3.64,2020,2020
TOI-858 B,1,14.067,2023,2023
TOI-871,1,1.664,2024,2024
TOI-892,1,11.994,2020,2020
TOI-905,1,13.126,2020,2020
TOI-907,1,9.616,2024,2024
TOI-908,1,3.186,2023,2023
TOI-912,1,1.93,2025,2025
TOI-913,1,2.453,2023,2023
TOI-954,1,9.55,2020,2020
TYC 0434-04538-1,1,12.7,2021,2021
TYC 2187-512-1,1,12.5,2022,2022
TYC 3318-01333-1,1,13.1,2018,2018
TYC 3667-1280-1,1,12.8,2016,2016
TYC 4282-00605-1,1,12.4,2017,2017
TrES-1,1,12.666,2004,2004
TrES-2,1,15.244,2006,2006
TrES-3,1,14.975,2007,2007
TrES-4,1,18.046,2007,2007
TrES-5,1,13.384,2011,2011
UCAC3 113-933,1,12.1,2024,2024
UCAC4 328-061594,1,12.1,2024,2024
UKIRT-2017-BLG-001L,1,13.7,2018,2018
USco CTIO 108,1,12.3,2008,2008
USco1556 A,1,12.3,2019,2019
USco1621 A,1,12.2,2019,2019
V0391 Peg,1,13.1,2007,2007
V830 Tau,1,14.0,2016,2016
VHS J125601.92-125723.9,1,13.675,2015,2015
WASP-1,1,16.623,2007,2007
WASP-10,1,12.106,2008,2008
WASP-100,1,14.908,2014,2014
WASP-101,1,16.029,2014,2014
WASP-102,1,14.908,2025,2025
WASP-103,1,17.127,2014,2014
WASP-104,1,12.745,2014,2014
WASP-105,1,10.761,2017,2017
WASP-106,1,12.106,2014,2014
WASP-108,1,15.132,2020,2020
WASP-11,1,12.442,2008,2008
WASP-110,1,13.193,2021,2021
WASP-113,1,15.793,2016,2016
WASP-114,1,15.009,2016,2016
WASP-116,1,13.675,2025,2025
WASP-117,1,11.882,2014,2014
WASP-118,1,16.141,2016,2016
WASP-119,1,15.693,2016,2016
WASP-12,1,22.026,2008,2008
WASP-120,1,15.58,2016,2016
WASP-121,1,19.526,2016,2016
WASP-123,1,15.132,2016,2016
WASP-124,1,13.899,2016,2016
WASP-127,1,14.695,2016,2016
WASP-129,1,10.424,2016,2016
WASP-13,1,13.675,2009,2009
WASP-130,1,9.976,2016,2016
WASP-131,1,13.742,2016,2016
WASP-133,1,13.563,2016,2016
WASP-135,1,14.572,2015,2015
WASP-136,1,16.813,2016,2016
WASP-138,1,12.218,2016,2016
WASP-139,1,8.967,2016,2016
WASP-14,1,15.468,2008,2008
WASP-140,1,14.235,2016,2016
WASP-141,1,13.563,2016,2016
WASP-142,1,17.15,2016,2016
WASP-144,1,9.528,2018,2018
WASP-145 A,1,10.088,2018,2018
WASP-147,1,12.498,2018,2018
WASP-149,1,15.244,2025,2025
WASP-15,1,15.805,2009,2009
WASP-150,1,11.994,2020,2020
WASP-151,1,13.305,2017,2017
WASP-153,1,17.374,2017,2017
WASP-154,1,10.761,2025,2025
WASP-155,1,13.451,2025,2025
WASP-156,1,6.028,2017,2017
WASP-157,1,11.19,2016,2016
WASP-158,1,11.994,2018,2018
WASP-159,1,15.468,2018,2018
WASP-16,1,13.675,2009,2009
WASP-160 B,1,12.218,2018,2018
WASP-161,1,12.812,2018,2018
WASP-162,1,11.209,2018,2018
WASP-163,1,13.473,2018,2018
WASP-164,1,12.644,2018,2018
WASP-165,1,14.123,2018,2018
WASP-166,1,7.062,2019,2019
WASP-167,1,17.71,2017,2017
WASP-168,1,16.814,2018,2018
WASP-169,1,14.617,2019,2019
WASP-17,1,20.961,2009,2009
WASP-170,1,12.285,2018,2018
WASP-171,1,10.985,2019,2019
WASP-172,1,17.598,2018,2018
WASP-173 A,1,13.451,2018,2018
WASP-174,1,16.107,2018,2018
WASP-175,1,13.54,2019,2019
WASP-176,1,16.87,2020,2020
WASP-177,1,17.71,2019,2019
WASP-178,1,20.288,2019,2019
WASP-180 A,1,13.899,2019,2019
WASP-181,1,13.271,2019,2019
WASP-182,1,9.528,2019,2019
WASP-183,1,16.477,2019,2019
WASP-184,1,14.908,2019,2019
WASP-185,1,14.011,2019,2019
WASP-186,1,12.442,2020,2020
